claim_id,product_id,product_category,product_brand,product_model,product_serial,purchase_date,purchase_price,retailer,invoice_number,warranty_start_date,warranty_expiry_date,warranty_duration_months,product_age_days,remaining_warranty_days,is_extended_warranty,fault_occurrence_date,fault_category,fault_description,damage_type,has_receipt,has_warranty_card,has_damage_photo,has_serial_photo,has_repair_report,missing_document_count,serial_number_match,previous_repairs_count,unauthorized_repair_flag,claim_date_conflict_flag,claim_class
CLM-01434,PRD-01434,Home Appliances,FrostGuard,AeroBreeze DualCool 2.0T,SN-FRO-4068162,2025-04-28,1780.05,TechMegaStore Downtown,INV-2025-57154,2025-04-28,2027-04-18,24,510,210,0,2026-09-16,Thermostat failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00757,PRD-00757,Consumer Electronics,PixelCraft,ApexBook Pro 16,SN-PIX-5465729,2026-02-02,748.16,Prime Retail Express,INV-2024-46105,2026-02-02,2027-01-28,12,230,130,0,2026-09-12,Screen flickering,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01027,PRD-01027,Industrial & Automotive Tools,MegaWrench,TitanPressure 3000PSI Commercial,SN-MEG-3044259,2023-06-11,837.98,Prime Retail Express,INV-2025-54708,2023-06-11,2027-05-21,48,1197,243,1,2023-05-22,Armature burning,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01461,PRD-01461,Consumer Electronics,PixelCraft,NovaWatch Ultra,SN-PIX-9000563,2025-07-13,947.34,Official Brand Store,INV-2026-12593,2025-07-13,2027-07-03,24,434,286,0,2026-09-17,Bluetooth/Wi-Fi failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00037,PRD-00037,Home Appliances,KitchenPro,KitchenPro Convection 30L,SN-KIT-7381734,2023-11-26,1062.17,National Appliance Depot,INV-2025-61116,2023-11-26,2027-11-05,48,1029,411,1,2026-09-11,Thermostat failure,Reported genuine hardware failure: Thermostat failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00189,PRD-00189,Industrial & Automotive Tools,TitanPower,TorqueMaster Brushless 18V,SN-TIT-9130388,2024-09-19,306.01,Industrial Supply Direct,INV-2026-76248,2024-09-19,2027-09-04,36,731,349,0,2026-09-03,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00506,PRD-00506,Consumer Electronics,VividDisplay,ApexBook Pro 16,SN-VIV-4939985,2025-07-03,1282.14,National Appliance Depot,INV-2026-97921,2025-07-03,2026-06-28,12,444,0,0,2026-09-03,Battery failure to charge,Failure: Battery failure to charge. Note: product warranty expired 84 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-01055,PRD-01055,Industrial & Automotive Tools,TitanPower,IronForge Impact 24V,SN-TIT-5273444,2023-10-03,1223.68,Official Brand Store,INV-2024-39724,2023-10-03,2026-09-17,36,1083,0,0,2026-09-17,Trigger switch failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01315,PRD-01315,Consumer Electronics,PixelCraft,QuantumBook Ultra 15,SN-PIX-7397798,2026-02-26,1833.09,Electronics Hub Metro,INV-2025-27327,2026-02-26,2028-02-16,24,206,514,1,2026-09-10,Motherboard failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-01258,PRD-01258,Consumer Electronics,NovaSound,QuantumBook Ultra 15,SN-NOV-7152661,2025-01-16,2486.5,National Appliance Depot,INV-2026-59872,2025-01-16,2027-01-06,24,612,108,1,2026-09-13,Motherboard failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01154,PRD-01154,Consumer Electronics,PixelCraft,ApexBook Air 14,SN-PIX-5046832,2026-01-02,300.59,Official Brand Store,INV-2025-80919,2026-01-02,2027-12-23,24,261,459,1,2026-09-06,Speaker malfunction,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-01252,PRD-01252,Home Appliances,KitchenPro,ThermaAir Silent,SN-KIT-4235507,2023-10-04,389.7,Electronics Hub Metro,INV-2024-85569,2023-10-04,2026-09-18,36,1082,0,0,2026-09-16,Compressor failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00039,PRD-00039,Home Appliances,AeroBreeze,CleanCycle QuickWash 7kg,SN-AER-1843636,2024-07-03,715.25,National Appliance Depot,INV-2024-69598,2024-07-03,2027-06-18,36,809,271,0,2026-09-06,Thermostat failure,Reported genuine hardware failure: Thermostat failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01052,PRD-01052,Industrial & Automotive Tools,IronForge,IronForge TwinPiston 100L,SN-IRO-7828354,2024-05-10,349.06,Industrial Supply Direct,INV-2025-71274,2024-05-10,2027-04-25,36,863,217,0,2026-09-11,Trigger switch failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00911,PRD-00911,Industrial & Automotive Tools,TorqueMaster,TitanAir 50L Heavy Duty,SN-TOR-8651518,2023-07-30,353.05,Prime Retail Express,INV-2025-82348,2023-07-30,2026-07-14,36,1148,0,0,2026-09-13,Hydraulic pressure seal failure,Failure: Hydraulic pressure seal failure. Note: product warranty expired 68 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00700,PRD-00700,Consumer Electronics,PixelCraft,ApexBook Air 14,SN-PIX-3653705,2025-09-02,268.43,National Appliance Depot,INV-2024-20353,2025-09-02,2026-08-28,12,383,0,0,2026-09-02,Motherboard failure,Failure: Motherboard failure. Note: product warranty expired 23 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00006,PRD-00006,Consumer Electronics,QuantumCompute,ApexBook Air 14,SN-QUA-5491946,2026-01-31,351.23,Prime Retail Express,INV-2026-51245,2026-01-31,2027-01-26,12,232,128,0,2026-08-29,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00910,PRD-00910,Industrial & Automotive Tools,MegaWrench,TorqueMaster Brushless 18V,SN-MEG-2127390,2024-05-19,461.19,Prime Retail Express,INV-2026-80481,2024-05-19,2026-05-09,24,854,0,0,2026-09-08,Hydraulic pressure seal failure,Failure: Hydraulic pressure seal failure. Note: product warranty expired 134 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00113,PRD-00113,Consumer Electronics,ApexTech,VividTab 11 Max,SN-APE-4346548,2025-12-05,2236.32,National Appliance Depot,INV-2025-77552,2025-12-05,2027-11-25,24,289,431,0,2026-09-17,Bluetooth/Wi-Fi failure,Reported genuine hardware failure: Bluetooth/Wi-Fi failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00670,PRD-00670,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-3609561,2025-12-15,990.48,TechMegaStore Downtown,INV-2026-40999,2025-12-15,2026-12-10,12,279,81,0,2026-09-08,Bluetooth/Wi-Fi failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00258,PRD-00258,Home Appliances,CleanCycle,KitchenPro Grill 25L,SN-CLE-1078335,2025-02-24,359.36,Electronics Hub Metro,INV-2026-58903,2025-02-24,2027-02-14,24,573,147,0,2026-09-12,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00590,PRD-00590,Industrial & Automotive Tools,TitanPower,IronForge TwinPiston 100L,SN-TIT-6024342,2025-03-15,473.12,National Appliance Depot,INV-2025-63183,2025-03-15,2027-03-05,24,554,166,0,2026-09-16,Chuck bearing breakdown,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01431,PRD-01431,Consumer Electronics,VividDisplay,NovaPhone 12 Lite,SN-VIV-4533439,2025-12-24,327.92,Electronics Hub Metro,INV-2024-86247,2025-12-24,2027-12-14,24,270,450,0,2026-09-18,Motherboard failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00665,PRD-00665,Home Appliances,CleanCycle,ThermaCold 320L,SN-CLE-6512184,2025-08-23,776.36,TechMegaStore Downtown,INV-2024-55838,2025-08-23,2027-08-13,24,393,327,0,2026-09-18,Compressor failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01361,PRD-01361,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-8238514,2025-02-20,1809.98,Electronics Hub Metro,INV-2024-94808,2025-02-20,2027-02-10,24,577,143,1,2025-02-12,Unresponsive touch panel,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00577,PRD-00577,Industrial & Automotive Tools,MegaWrench,TitanPressure 3000PSI Commercial,SN-MEG-6026983,2026-01-09,630.5,Electronics Hub Metro,INV-2024-69546,2026-01-09,2027-12-30,24,254,466,0,2026-09-18,Hydraulic pressure seal failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00984,PRD-00984,Home Appliances,FrostGuard,FrostGuard Side-by-Side 600L,SN-FRO-6394118,2024-05-24,1197.0,Prime Retail Express,INV-2025-50094,2024-05-24,2027-05-09,36,849,231,0,2026-09-07,Water pump leakage,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-00903,PRD-00903,Consumer Electronics,ApexTech,PixelSlate 12,SN-APE-3834568,2026-05-06,1041.87,Official Brand Store,INV-2025-28605,2026-05-06,2027-05-01,12,137,223,0,2026-09-14,Screen flickering,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00109,PRD-00109,Consumer Electronics,VividDisplay,NovaWatch Ultra,SN-VIV-4986941,2026-04-30,891.65,TechMegaStore Downtown,INV-2024-65027,2026-04-30,2029-04-14,36,143,937,1,2026-09-03,Unresponsive touch panel,Reported genuine hardware failure: Unresponsive touch panel under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01205,PRD-01205,Consumer Electronics,QuantumCompute,ApexFit Chrono 3,SN-QUA-1800191,2025-09-21,2457.56,Prime Retail Express,INV-2026-88878,2025-09-21,2026-09-16,12,364,0,0,2026-09-17,Screen flickering,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01255,PRD-01255,Consumer Electronics,PixelCraft,PixelSlate 12,SN-PIX-8342329,2026-01-13,2343.53,Electronics Hub Metro,INV-2026-38061,2026-01-13,2027-01-08,12,250,110,0,2026-09-12,Battery failure to charge,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00969,PRD-00969,Home Appliances,KitchenPro,CleanCycle QuickWash 7kg,SN-KIT-6990710,2026-05-05,422.26,Official Brand Store,INV-2024-52160,2026-05-05,2028-04-24,24,138,582,0,2026-09-02,Improper electrical supply rating,Physical inspection reveals clear Improper electrical supply rating violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00407,PRD-00407,Home Appliances,FrostGuard,FrostGuard Side-by-Side 600L,SN-FRO-4946691,2025-07-02,989.74,Prime Retail Express,INV-2025-91948,2025-07-02,2028-06-16,36,445,635,0,2026-09-06,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01283,PRD-01283,Home Appliances,CleanCycle,CleanCycle FrontLoad 8kg,SN-CLE-5766700,2025-08-14,1377.71,Official Brand Store,INV-2026-83162,2025-08-14,2027-08-04,24,402,318,0,2026-09-17,Drum spin malfunction,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00314,PRD-00314,Home Appliances,CleanCycle,ThermaAir Silent,SN-CLE-3316405,2026-01-28,1667.0,Official Brand Store,INV-2024-40116,2026-01-28,2030-01-07,48,235,1205,1,2026-09-12,Electronic PCB failure,Reported genuine hardware failure: Electronic PCB failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01181,PRD-01181,Home Appliances,KitchenPro,FrostGuard Side-by-Side 600L,SN-KIT-7831640,2024-05-03,1545.26,Official Brand Store,INV-2026-11098,2024-05-03,2027-04-18,36,870,210,1,2026-09-18,Compressor failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00597,PRD-00597,Home Appliances,AeroBreeze,FrostGuard Side-by-Side 600L,SN-AER-3179901,2024-12-01,1691.72,National Appliance Depot,INV-2025-97135,2024-12-01,2027-11-16,36,658,422,0,2026-08-31,Rust and environmental corrosion,Physical inspection reveals clear Rust and environmental corrosion violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01076,PRD-01076,Home Appliances,KitchenPro,CleanCycle QuickWash 7kg,SN-KIT-7904482,2026-01-29,744.64,Prime Retail Express,INV-2025-97776,2026-01-29,2029-01-13,36,234,846,1,2026-01-13,Water pump leakage,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00927,PRD-00927,Industrial & Automotive Tools,MegaWrench,MegaWash Pro 2500PSI,SN-MEG-8335114,2024-12-11,1294.0,Prime Retail Express,INV-2025-80622,2024-12-11,2027-11-26,36,648,432,0,2026-09-12,Armature burning,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-01294,PRD-01294,Consumer Electronics,NovaSound,QuantumBook Ultra 15,SN-NOV-4029653,2025-09-22,333.75,Official Brand Store,INV-2025-57358,2025-09-22,2026-09-17,12,363,0,0,2026-09-19,Screen flickering,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00599,PRD-00599,Home Appliances,FrostGuard,KitchenPro Convection 30L,SN-FRO-5830358,2025-06-12,1333.08,Industrial Supply Direct,INV-2025-48987,2025-06-12,2028-05-27,36,465,615,0,2026-09-11,Pest infestation inside chassis,Physical inspection reveals clear Pest infestation inside chassis violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00450,PRD-00450,Home Appliances,AeroBreeze,FrostGuard 450L Smart,SN-AER-5629550,2025-10-25,478.24,Electronics Hub Metro,INV-2025-29726,2025-10-25,2028-10-09,36,330,750,1,2026-09-05,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00075,PRD-00075,Home Appliances,ThermaPure,ThermaAir Silent,SN-THE-7392547,2026-07-27,1614.87,National Appliance Depot,INV-2024-98452,2026-07-27,2028-07-16,24,55,665,0,2026-08-30,Electronic PCB failure,Reported genuine hardware failure: Electronic PCB failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00985,PRD-00985,Consumer Electronics,VividDisplay,NovaPhone 12 Pro,SN-VIV-3908477,2025-06-20,1673.14,Official Brand Store,INV-2024-80030,2025-06-20,2026-06-15,12,457,0,0,2026-09-03,Motherboard failure,Failure: Motherboard failure. Note: product warranty expired 97 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-01500,PRD-01500,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-9936187,2026-06-10,488.0,Prime Retail Express,INV-2025-50288,2026-06-10,2027-06-05,12,102,258,0,2026-05-29,Bluetooth/Wi-Fi failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00474,PRD-00474,Consumer Electronics,PixelCraft,NovaWatch Ultra,SN-PIX-3280231,2025-09-20,1339.38,National Appliance Depot,INV-2026-47784,2025-09-20,2027-09-10,24,365,355,1,2026-09-03,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00869,PRD-00869,Industrial & Automotive Tools,IronForge,IronForge Impact 24V,SN-IRO-1132511,2025-08-10,331.56,Industrial Supply Direct,INV-2025-54128,2025-08-10,2027-07-31,24,406,314,0,2026-09-09,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01468,PRD-01468,Home Appliances,AeroBreeze,ThermaCold 320L,SN-AER-9456863,2025-02-26,1654.17,TechMegaStore Downtown,INV-2025-70560,2025-02-26,2027-02-16,24,571,149,0,2026-09-08,Thermostat failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00481,PRD-00481,Consumer Electronics,NovaSound,PixelSlate 12,SN-NOV-9245659,2025-01-16,1189.57,National Appliance Depot,INV-2026-60997,2025-01-16,2028-01-01,36,612,468,1,2026-08-28,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00893,PRD-00893,Consumer Electronics,VividDisplay,QuantumPixel 8,SN-VIV-8239885,2025-07-23,1154.4,TechMegaStore Downtown,INV-2025-82933,2025-07-23,2027-07-13,24,424,296,0,2026-09-01,Screen shattering from drops,Physical inspection reveals clear Screen shattering from drops violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01359,PRD-01359,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-7631049,2025-05-10,202.39,Electronics Hub Metro,INV-2025-97954,2025-05-10,2028-04-24,36,498,582,1,2026-09-13,Gearbox seizure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00769,PRD-00769,Home Appliances,AeroBreeze,FrostGuard Side-by-Side 600L,SN-AER-1539164,2025-07-09,1056.08,National Appliance Depot,INV-2024-98932,2025-07-09,2028-06-23,36,438,642,0,2026-09-17,Thermostat failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00126,PRD-00126,Home Appliances,KitchenPro,FrostGuard Side-by-Side 600L,SN-KIT-5859883,2025-05-14,1326.05,National Appliance Depot,INV-2025-42096,2025-05-14,2028-04-28,36,494,586,0,2026-09-16,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00061,PRD-00061,Industrial & Automotive Tools,ApexIndustrial,IronForge Impact 24V,SN-APE-2563790,2025-10-27,407.41,TechMegaStore Downtown,INV-2025-25396,2025-10-27,2027-10-17,24,328,392,0,2026-09-02,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00318,PRD-00318,Home Appliances,CleanCycle,KitchenPro Grill 25L,SN-CLE-7802338,2025-01-26,1236.73,Prime Retail Express,INV-2024-18993,2025-01-26,2027-01-16,24,602,118,0,2026-08-31,Thermostat failure,Reported genuine hardware failure: Thermostat failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00942,PRD-00942,Industrial & Automotive Tools,ApexIndustrial,MegaWash Pro 2500PSI,SN-APE-9267840,2026-03-18,1010.03,Prime Retail Express,INV-2024-26493,2026-03-18,2028-03-07,24,186,534,0,2026-09-11,Abnormal overload beyond specified torque limits,Physical inspection reveals clear Abnormal overload beyond specified torque limits violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
